ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
22,Marrakech,Grand Prix Hassan II,4/6/23,ATP250,Outdoor,Clay,2nd Round,3,Muller A.,Passaro F.,126,115,471,497,6,4,6,4,,,,,,,2,0,Completed,1.57,2.38,1.51,2.74,1.58,2.75,1.5,2.55
22,Marrakech,Grand Prix Hassan II,4/7/23,ATP250,Outdoor,Clay,Quarterfinals,3,Evans D.,Vavassori A.,30,201,1345,293,6,3,7,5,,,,,,,2,0,Completed,1.62,2.3,1.74,2.23,1.76,2.32,1.68,2.16
22,Marrakech,Grand Prix Hassan II,4/7/23,ATP250,Outdoor,Clay,Quarterfinals,3,Carballes Baena R.,Griekspoor T.,82,35,675,1059,6,3,2,6,6,2,,,,,2,1,Completed,2.38,1.57,2.63,1.55,2.63,1.66,2.32,1.59
22,Marrakech,Grand Prix Hassan II,4/7/23,ATP250,Outdoor,Clay,Quarterfinals,3,Muller A.,Musetti L.,126,21,471,1840,6,3,1,6,6,4,,,,,2,1,Completed,3,1.4,3.13,1.42,3.13,1.51,2.76,1.43
22,Marrakech,Grand Prix Hassan II,4/7/23,ATP250,Outdoor,Clay,Quarterfinals,3,Kotov P.,O Connell C.,114,87,502,657,6,3,6,7,7,6,,,,,2,1,Completed,2.1,1.73,2.09,1.83,2.24,1.83,2.09,1.72
22,Marrakech,Grand Prix Hassan II,4/8/23,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Evans D.,82,30,675,1345,2,6,6,4,6,2,,,,,2,1,Completed,1.8,2,1.78,2.17,1.85,2.17,1.76,2.05
22,Marrakech,Grand Prix Hassan II,4/8/23,ATP250,Outdoor,Clay,Semifinals,3,Muller A.,Kotov P.,126,114,471,502,7,6,7,5,,,,,,,2,0,Completed,1.53,2.5,1.56,2.59,1.62,2.61,1.53,2.46
22,Marrakech,Grand Prix Hassan II,4/9/23,ATP250,Outdoor,Clay,The Final,3,Carballes Baena R.,Muller A.,82,126,675,471,4,6,7,6,6,2,,,,,2,1,Completed,1.73,2.1,1.78,2.17,1.81,2.18,1.74,2.08
23,Monte Carlo,Monte Carlo Masters,4/9/23,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,Coric B.,58,20,814,1890,6,2,6,3,,,,,,,2,0,Completed,2,1.8,2.01,1.88,2.1,1.94,1.96,1.84
23,Monte Carlo,Monte Carlo Masters,4/9/23,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Huesler M.A.,83,60,685,799,7,6,4,6,6,4,,,,,2,1,Completed,1.53,2.5,1.55,2.6,1.55,2.63,1.51,2.53
23,Monte Carlo,Monte Carlo Masters,4/9/23,Masters 1000,Outdoor,Clay,1st Round,3,Hurkacz H.,Djere L.,13,62,2750,790,6,7,7,6,7,6,,,,,2,1,Completed,1.5,2.63,1.56,2.56,1.62,2.63,1.53,2.49
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Fucsovics M.,31,73,1250,732,3,6,7,6,6,1,,,,,2,1,Completed,2.2,1.67,2.18,1.75,2.35,1.75,2.24,1.65
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Wawrinka S.,Griekspoor T.,90,35,647,1094,5,7,6,3,6,4,,,,,2,1,Completed,2,1.8,1.88,2,2.03,2,1.96,1.83
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Bonzi B.,Zapata Miralles B.,48,41,901,987,6,1,7,5,,,,,,,2,0,Completed,2.75,1.44,2.77,1.5,2.91,1.5,2.72,1.45
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo F.,Norrie C.,33,14,1140,2735,6,3,6,4,,,,,,,2,0,Completed,2.5,1.53,2.46,1.61,2.51,1.61,2.41,1.56
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Draper J.,Baez S.,56,32,839,1215,6,3,7,5,,,,,,,2,0,Completed,2.75,1.44,2.78,1.49,2.83,1.5,2.64,1.48
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Lajovic D.,94,69,631,763,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,3.03,1.43,3.03,1.44,2.83,1.42
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Ramos-Vinolas A.,100,50,574,880,6,4,6,3,,,,,,,2,0,Completed,1.57,2.38,1.63,2.42,1.63,2.52,1.56,2.42
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Berrettini M.,Cressy M.,22,40,1742,1016,6,4,6,2,,,,,,,2,0,Completed,1.22,4.33,1.22,4.72,1.25,4.76,1.21,4.3
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Gakhov I.,Mcdonald M.,198,52,292,865,7,6,2,6,6,3,,,,,2,1,Completed,2.38,1.57,2.8,1.49,2.8,1.64,2.33,1.59
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Goffin D.,37,85,1025,675,6,4,6,2,,,,,,,2,0,Completed,1.62,2.3,1.7,2.27,1.7,2.45,1.63,2.26
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,De Minaur A.,Murray A.,19,54,2050,860,6,1,6,3,,,,,,,2,0,Completed,1.53,2.5,1.53,2.67,1.55,2.67,1.51,2.53
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Krajinovic F.,29,78,1395,715,5,7,7,6,6,1,,,,,2,1,Completed,1.5,2.63,1.5,2.77,1.53,2.83,1.49,2.59
23,Monte Carlo,Monte Carlo Masters,4/10/23,Masters 1000,Outdoor,Clay,1st Round,3,Thiem D.,Gasquet R.,106,43,555,930,6,1,6,4,,,,,,,2,0,Completed,1.57,2.38,1.58,2.52,1.63,2.68,1.57,2.4
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Lehecka J.,Ruusuvuori E.,42,38,978,1021,6,1,7,5,,,,,,,2,0,Completed,1.57,2.38,1.57,2.54,1.6,2.54,1.56,2.41
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Dimitrov G.,Shelton B.,25,39,1485,1019,6,1,3,6,6,3,,,,,2,1,Completed,1.2,4.5,1.22,4.75,1.25,5,1.2,4.46
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Humbert U.,45,79,915,713,3,6,7,5,7,5,,,,,2,1,Completed,1.5,2.63,1.5,2.78,1.53,2.78,1.49,2.61
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Zverev A.,Bublik A.,16,53,2410,865,3,6,6,2,6,4,,,,,2,1,Completed,1.14,5.5,1.16,5.99,1.2,5.99,1.16,5.19
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Davidovich Fokina A.,12,24,2855,1605,6,2,6,2,,,,,,,2,0,Completed,1.91,1.91,1.82,2.09,1.92,2.23,1.79,2.03
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,Vacherot V.,159,357,372,134,7,5,7,5,,,,,,,2,0,Completed,1.29,3.75,1.27,4.12,1.3,4.12,1.28,3.63
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Musetti L.,Kecmanovic M.,21,34,1840,1125,7,6,6,0,,,,,,,2,0,Completed,1.8,2,1.85,2.04,1.96,2.1,1.82,1.99
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,Evans D.,74,28,721,1425,2,6,6,2,6,3,,,,,2,1,Completed,1.67,2.2,1.63,2.41,1.72,2.42,1.66,2.2
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Munar J.,6,83,3470,685,4,6,6,2,6,2,,,,,2,1,Completed,1.2,4.5,1.2,5.31,1.28,5.36,1.2,4.56
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Gakhov I.,1,198,7160,292,7,6,6,2,,,,,,,2,0,Completed,1.02,19,1.02,26.9,1.03,26.9,1.02,15.87
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Draper J.,13,56,2750,839,6,3,6,7,7,5,,,,,2,1,Completed,1.57,2.38,1.61,2.49,1.67,2.51,1.58,2.38
23,Monte Carlo,Monte Carlo Masters,4/11/23,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Bonzi B.,3,48,5770,901,4,1,,,,,,,,,0,0,Retired,1.17,5,1.14,6.9,1.18,6.9,1.13,5.83
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Bautista Agut R.,16,29,2410,1395,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.42,3.13,1.44,3.2,1.38,3
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Jarry N.,Popyrin A.,58,94,814,631,3,6,7,5,6,4,,,,,2,1,Completed,1.33,3.4,1.41,3.18,1.44,3.4,1.37,3.05
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Van De Zandschulp B.,4,31,5255,1250,7,5,7,6,,,,,,,2,0,Completed,1.2,4.5,1.23,4.55,1.25,4.73,1.21,4.3
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,De Minaur A.,100,19,574,2050,6,3,6,2,,,,,,,2,0,Completed,2.38,1.57,2.55,1.58,2.55,1.62,2.38,1.58
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Nardi L.,21,159,1840,372,6,0,6,0,,,,,,,2,0,Completed,1.2,4.5,1.22,4.92,1.23,4.92,1.21,4.37
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Lehecka J.,Dimitrov G.,42,25,978,1485,7,6,6,4,,,,,,,2,0,Completed,2.1,1.73,2.18,1.76,2.3,1.76,2.19,1.67
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,Schwartzman D.,8,37,3345,1025,6,0,3,1,,,,,,,1,0,Retired,1.11,6.5,1.14,7.54,1.17,7.54,1.12,6.18
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Ivashka I.,12,74,2855,721,7,6,6,2,,,,,,,2,0,Completed,1.22,4.33,1.24,4.53,1.28,4.53,1.23,4.05
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Sonego L.,5,45,5150,915,6,3,6,2,,,,,,,2,0,Completed,1.33,3.4,1.34,3.62,1.36,3.62,1.32,3.36
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,Wawrinka S.,10,90,3065,647,7,6,6,2,,,,,,,2,0,Completed,1.5,2.63,1.53,2.69,1.53,2.8,1.49,2.62
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Thiem D.,9,106,3335,555,6,2,6,4,,,,,,,2,0,Completed,1.44,2.75,1.51,2.75,1.51,2.85,1.46,2.69
23,Monte Carlo,Monte Carlo Masters,4/12/23,Masters 1000,Outdoor,Clay,2nd Round,3,Berrettini M.,Cerundolo F.,22,33,1742,1140,5,7,7,6,6,4,,,,,2,1,Completed,1.8,2,1.88,2.04,1.88,2.1,1.79,2.02
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Hurkacz H.,8,13,3345,2750,3,6,7,6,6,1,,,,,2,1,Completed,1.22,4.33,1.24,4.64,1.26,4.73,1.22,4.33
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Struff J.L.,Ruud C.,100,4,574,5255,6,1,7,6,,,,,,,2,0,Completed,3.5,1.3,3.62,1.34,3.62,1.34,3.38,1.32
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Khachanov K.,6,12,3470,2855,7,6,6,2,,,,,,,2,0,Completed,1.91,1.91,1.86,2.05,1.92,2.05,1.84,1.96
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Jarry N.,3,58,5770,814,6,3,6,4,,,,,,,2,0,Completed,1.25,4,1.29,4,1.3,4,1.27,3.71
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Lehecka J.,10,42,3065,978,4,6,6,4,6,1,,,,,2,1,Completed,1.62,2.3,1.68,2.33,1.71,2.38,1.64,2.25
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Musetti L.,Djokovic N.,21,1,1840,7160,4,6,7,5,6,4,,,,,2,1,Completed,5,1.17,5.72,1.18,5.85,1.18,5.06,1.17
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Rune H.,Berrettini M.,9,22,3335,1742,,,,,,,,,,,,,Walkover,1.44,2.75,1.46,2.9,1.45,2.9,1.42,2.77
23,Monte Carlo,Monte Carlo Masters,4/13/23,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Zverev A.,5,16,5150,2410,3,6,7,5,7,6,,,,,2,1,Completed,1.57,2.38,1.63,2.42,1.64,2.61,1.58,2.37
23,Monte Carlo,Monte Carlo Masters,4/14/23,Masters 1000,Outdoor,Clay,Quarterfinals,3,Rublev A.,Struff J.L.,6,100,3470,574,6,1,7,6,,,,,,,2,0,Completed,1.4,3,1.46,2.95,1.46,3.02,1.42,2.85
23,Monte Carlo,Monte Carlo Masters,4/14/23,Masters 1000,Outdoor,Clay,Quarterfinals,3,Fritz T.,Tsitsipas S.,10,3,3065,5770,6,2,6,4,,,,,,,2,0,Completed,3.4,1.33,3.49,1.35,3.66,1.36,3.3,1.33
23,Monte Carlo,Monte Carlo Masters,4/14/23,Masters 1000,Outdoor,Clay,Quarterfinals,3,Rune H.,Medvedev D.,9,5,3335,5150,6,3,6,4,,,,,,,2,0,Completed,1.73,2.1,1.78,2.17,1.78,2.25,1.71,2.13
23,Monte Carlo,Monte Carlo Masters,4/14/23,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Musetti L.,8,21,3345,1840,6,2,6,2,,,,,,,2,0,Completed,1.33,3.4,1.3,3.89,1.34,3.89,1.3,3.51
23,Monte Carlo,Monte Carlo Masters,4/15/23,Masters 1000,Outdoor,Clay,Semifinals,3,Rublev A.,Fritz T.,6,10,3470,3065,5,7,6,1,6,3,,,,,2,1,Completed,1.91,1.91,1.94,1.96,2,2.03,1.9,1.91
23,Monte Carlo,Monte Carlo Masters,4/15/23,Masters 1000,Outdoor,Clay,Semifinals,3,Rune H.,Sinner J.,9,8,3335,3345,1,6,7,5,7,5,,,,,2,1,Completed,2.5,1.53,2.5,1.6,2.65,1.6,2.47,1.54
23,Monte Carlo,Monte Carlo Masters,4/16/23,Masters 1000,Outdoor,Clay,The Final,3,Rublev A.,Rune H.,6,9,3470,3335,5,7,6,2,7,5,,,,,2,1,Completed,2.5,1.53,2.55,1.58,2.63,1.64,2.46,1.55
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Shelton B.,Mcdonald M.,37,54,1029,865,7,5,6,4,,,,,,,2,0,Completed,2.1,1.73,2.28,1.69,2.31,1.8,2.13,1.72
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Balazs A.,41,745,968,30,6,2,6,2,,,,,,,2,0,Completed,1.02,19,1.04,15.68,1.04,25.56,1.02,15.03
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Ruusuvuori E.,Bublik A.,40,55,977,865,6,0,6,3,,,,,,,2,0,Completed,1.44,2.75,1.46,2.9,1.47,3,1.43,2.83
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Borges N.,Ivashka I.,79,61,711,781,6,2,6,3,,,,,,,2,0,Completed,2.38,1.57,2.42,1.63,2.5,1.64,2.38,1.58
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Etcheverry T.,Andujar P.,59,323,806,155,6,2,7,5,,,,,,,2,0,Completed,1.13,6,1.14,6.62,1.22,7,1.13,6.08
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Trungelliti M.,51,240,874,233,7,5,6,3,,,,,,,2,0,Completed,1.22,4.33,1.22,4.78,1.23,5,1.21,4.45
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Kotov P.,Krutykh O.,108,180,553,327,6,7,6,4,6,1,,,,,2,1,Completed,1.5,2.63,1.55,2.62,1.58,2.64,1.52,2.55
24,Barcelona,Barcelona Open,4/17/23,ATP500,Outdoor,Clay,1st Round,3,Kovalik J.,Martinez P.,155,136,377,426,7,5,2,6,7,5,,,,,2,1,Completed,2.5,1.53,2.43,1.62,2.6,1.62,2.43,1.56
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Shevchenko A.,Giustino L.,98,223,610,259,6,2,6,2,,,,,,,2,0,Completed,1.33,3.4,1.3,3.87,1.34,4.16,1.3,3.57
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Passaro F.,Verdasco F.,125,244,486,229,6,1,6,1,,,,,,,2,0,Completed,1.33,3.4,1.35,3.45,1.41,3.45,1.35,3.22
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Schwartzman D.,Wu Y.,48,56,890,843,6,2,6,2,,,,,,,2,0,Completed,1.44,2.75,1.54,2.63,1.54,2.8,1.48,2.66
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Arnaldi M.,Munar J.,105,83,560,695,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,2.62,1.54,2.96,1.54,2.72,1.46
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Ruud C.,Shelton B.,3,37,5255,1029,6,2,7,6,,,,,,,2,0,Completed,1.14,5.5,1.15,6.31,1.17,6.31,1.14,5.63
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Gomez E.,Ramos-Vinolas A.,120,58,497,810,6,3,1,6,6,4,,,,,2,1,Completed,5.5,1.14,5.67,1.17,5.8,1.2,5.36,1.15
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Goffin D.,Lopez F.,99,593,595,55,7,6,6,7,6,0,,,,,2,1,Completed,1.14,5.5,1.19,5.34,1.19,6,1.17,5.14
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,1st Round,3,Cachin P.,Brouwer G.,69,121,747,496,6,3,7,5,,,,,,,2,0,Completed,1.53,2.5,1.56,2.57,1.58,2.72,1.53,2.52
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Etcheverry T.,38,59,1025,806,6,3,6,3,,,,,,,2,0,Completed,1.57,2.38,1.69,2.29,1.7,2.4,1.62,2.29
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,2nd Round,3,Ruusuvuori E.,Tiafoe F.,40,12,977,2870,6,4,6,7,6,4,,,,,2,1,Completed,2.5,1.53,2.61,1.55,2.61,1.58,2.47,1.54
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,2nd Round,3,Alcaraz C.,Borges N.,2,79,6770,711,6,3,6,1,,,,,,,2,0,Completed,1.05,11,1.04,17.63,1.05,17.63,1.03,12.56
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,2nd Round,3,Kubler J.,Rincon D.,66,300,769,172,6,4,6,3,,,,,,,2,0,Completed,1.3,3.5,1.32,3.68,1.33,3.94,1.3,3.53
24,Barcelona,Barcelona Open,4/18/23,ATP500,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Zapata Miralles B.,25,41,1440,968,6,2,6,2,,,,,,,2,0,Completed,1.67,2.2,1.68,2.32,1.69,2.4,1.65,2.25
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Shapovalov D.,Kovalik J.,28,155,1380,377,6,4,6,3,,,,,,,2,0,Completed,1.29,3.75,1.31,3.74,1.31,4,1.28,3.69
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Dimitrov G.,Gomez E.,31,120,1170,497,6,3,6,1,,,,,,,2,0,Completed,1.07,9,1.09,9.68,1.09,10.2,1.07,8.51
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Sinner J.,Schwartzman D.,8,48,3525,890,6,2,6,4,,,,,,,2,0,Completed,1.08,8,1.09,9.13,1.09,9.7,1.08,8.03
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Nishioka Y.,Goffin D.,35,99,1093,595,6,1,7,5,,,,,,,2,0,Completed,2.3,1.62,2.47,1.6,2.5,1.63,2.39,1.58
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,De Minaur A.,Shevchenko A.,19,98,2050,610,6,0,6,1,,,,,,,2,0,Completed,1.44,2.75,1.51,2.72,1.52,2.97,1.46,2.72
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Norrie C.,Kotov P.,13,108,2735,553,6,1,6,2,,,,,,,2,0,Completed,1.25,4,1.26,4.26,1.27,4.4,1.24,3.98
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Cerundolo F.,Passaro F.,32,125,1165,486,6,2,6,2,,,,,,,2,0,Completed,1.3,3.5,1.35,3.49,1.37,3.58,1.32,3.4
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Khachanov K.,Jarry N.,11,51,2900,874,6,4,6,4,,,,,,,2,0,Completed,1.5,2.63,1.5,2.76,1.57,2.83,1.48,2.67
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Cachin P.,5,69,4950,747,6,4,6,2,,,,,,,2,0,Completed,1.08,8,1.11,7.91,1.12,8.69,1.1,7.27
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Evans D.,Arnaldi M.,26,105,1390,560,6,4,6,3,,,,,,,2,0,Completed,2.1,1.73,2.11,1.8,2.22,1.94,2.07,1.76
24,Barcelona,Barcelona Open,4/19/23,ATP500,Outdoor,Clay,2nd Round,3,Musetti L.,Kubler J.,20,66,1930,769,6,3,6,1,,,,,,,2,0,Completed,1.22,4.33,1.27,4.13,1.29,4.33,1.26,3.88
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,De Minaur A.,Dimitrov G.,19,31,2050,1170,,,,,,,,,,,,,Walkover,2,1.8,2.18,1.77,2.18,1.82,2.08,1.76
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Sinner J.,Nishioka Y.,8,35,3525,1093,6,1,4,6,6,3,,,,,2,1,Completed,1.05,11,1.06,14,1.06,14.7,1.04,11.51
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Davidovich Fokina A.,Ruusuvuori E.,38,40,1025,977,6,4,7,5,,,,,,,2,0,Completed,1.4,3,1.46,2.96,1.48,3,1.42,2.84
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Shapovalov D.,5,28,4950,1380,6,3,6,2,,,,,,,2,0,Completed,1.2,4.5,1.24,4.56,1.26,5,1.21,4.37
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Musetti L.,Norrie C.,20,13,1930,2735,3,6,6,4,6,1,,,,,2,1,Completed,1.91,1.91,2,1.9,2,1.95,1.93,1.87
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Alcaraz C.,Bautista Agut R.,2,25,6770,1440,6,3,7,5,,,,,,,2,0,Completed,1.06,10,1.07,11.88,1.09,12.4,1.06,9.71
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Evans D.,Khachanov K.,26,11,1390,2900,6,3,6,4,,,,,,,2,0,Completed,4,1.25,4.21,1.27,4.3,1.32,3.95,1.25
24,Barcelona,Barcelona Open,4/20/23,ATP500,Outdoor,Clay,3rd Round,3,Cerundolo F.,Ruud C.,32,3,1165,5255,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,2.89,1.47,3.08,1.49,2.79,1.44
24,Barcelona,Barcelona Open,4/21/23,ATP500,Outdoor,Clay,Quarterfinals,3,Musetti L.,Sinner J.,20,8,1930,3525,,,,,,,,,,,,,Walkover,3.2,1.36,3.3,1.39,3.6,1.4,3.21,1.35
24,Barcelona,Barcelona Open,4/21/23,ATP500,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,De Minaur A.,5,19,4950,2050,6,4,6,2,,,,,,,2,0,Completed,1.22,4.33,1.27,4.26,1.27,4.6,1.23,4.16
24,Barcelona,Barcelona Open,4/21/23,ATP500,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Davidovich Fokina A.,2,38,6770,1025,7,6,6,4,,,,,,,2,0,Completed,1.08,8,1.11,8.38,1.12,9.33,1.09,7.54
24,Barcelona,Barcelona Open,4/21/23,ATP500,Outdoor,Clay,Quarterfinals,3,Evans D.,Cerundolo F.,26,32,1390,1165,2,6,7,5,6,3,,,,,2,1,Completed,3.4,1.33,3.2,1.4,3.43,1.4,3.15,1.36
24,Barcelona,Barcelona Open,4/22/23,ATP500,Outdoor,Clay,Semifinals,3,Tsitsipas S.,Musetti L.,5,20,4950,1930,6,4,5,7,6,3,,,,,2,1,Completed,1.33,3.4,1.41,3.17,1.41,3.4,1.35,3.21
